Sample_Source_Name,Sample_Source_Code,Year,I2M2,Chemical,Concentration,TU
LA SENSÉE À ETAING (62),1000274,2017,0.231,120-47-8,0.01,4.10771212553388e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,120-82-1,0.03,0.000128860928029466
LA SENSÉE À ETAING (62),1000274,2017,0.231,120-83-2,0.04,0.000303500905632739
LA SENSÉE À ETAING (62),1000274,2017,0.231,12002-48-1,0.1,0.000106757894509949
LA SENSÉE À ETAING (62),1000274,2017,0.231,120068-37-3,0.005,0.0027597516669337
LA SENSÉE À ETAING (62),1000274,2017,0.231,120923-37-7,0.02,0.00266642882570899
LA SENSÉE À ETAING (62),1000274,2017,0.231,121-14-2,0.02,3.49566652483644e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,121776-33-8,0.02,8.28762316528558e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,122-34-9,0.008,4.55606579302345e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,122-42-9,0.02,1.37066081025209e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,122008-85-9,0.05,5.73020295568302e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,1222-05-5,0.025,0.000291031507352623
LA SENSÉE À ETAING (62),1000274,2017,0.231,123-91-1,2,2.42621897904184e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,124-48-1,0.2,4.25431845472597e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,126-99-8,0.5,0.000438702393978377
LA SENSÉE À ETAING (62),1000274,2017,0.231,126801-58-9,0.02,2.82507508924551e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,127-18-4,0.5,6.79626030211842e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,129-00-0,0.005,0.00055599387122278
LA SENSÉE À ETAING (62),1000274,2017,0.231,129630-19-9,0.02,0.0020875168786471
LA SENSÉE À ETAING (62),1000274,2017,0.231,13067-93-1,0.02,0.00017219875043692
LA SENSÉE À ETAING (62),1000274,2017,0.231,13071-79-9,0.005,0.00398538245295148
LA SENSÉE À ETAING (62),1000274,2017,0.231,131-11-3,0.1,8.30041869715702e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,13171-21-6,0.02,7.75586061752365e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,131983-72-7,0.02,0.00021949771101979
LA SENSÉE À ETAING (62),1000274,2017,0.231,132-66-1,0.03,2.19594396959942e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,133-06-2,0.05,0.000911318117428884
LA SENSÉE À ETAING (62),1000274,2017,0.231,1330-20-7,0.02,5.16333134340325e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,13360-45-7,0.02,5.02145986274704e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,13457-18-6,0.02,0.000144753807414906
LA SENSÉE À ETAING (62),1000274,2017,0.231,135-19-3,0.02,5.05859599289229e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,135158-54-2,0.02,0.000137667046650798
LA SENSÉE À ETAING (62),1000274,2017,0.231,135410-20-7,0.03,2.04654479381455e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,13593-03-8,0.02,0.00056653924005618
LA SENSÉE À ETAING (62),1000274,2017,0.231,136426-54-5,0.02,4.02374079029886e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,137-26-8,0.1,0.0077374882051481
LA SENSÉE À ETAING (62),1000274,2017,0.231,137-30-4,100,1.37784384335145
LA SENSÉE À ETAING (62),1000274,2017,0.231,139-40-2,0.02,0.000303969490585696
LA SENSÉE À ETAING (62),1000274,2017,0.231,139528-85-1,0.02,1.4322868204258e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,139968-49-3,0.05,0.00187529676455557
LA SENSÉE À ETAING (62),1000274,2017,0.231,140-66-9,0.03,0.000548556360071726
LA SENSÉE À ETAING (62),1000274,2017,0.231,1401-69-0,0.1,0.000115691113213155
LA SENSÉE À ETAING (62),1000274,2017,0.231,140923-17-7,0.02,6.50474080190595e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,141-66-2,0.02,1.90033424951113e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,14214-32-5,0.02,4.41804358188774e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,143-50-0,0.05,0.00620826153796206
LA SENSÉE À ETAING (62),1000274,2017,0.231,14484-64-1,10000,56.0531469646538
LA SENSÉE À ETAING (62),1000274,2017,0.231,1461-25-2,0.00058,1.76046742539503e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,14808-79-8,28.4,0.000216729655192249
LA SENSÉE À ETAING (62),1000274,2017,0.231,150-68-5,0.02,5.95291930727455e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,15307-86-5,0.02,0.000234223246150888
LA SENSÉE À ETAING (62),1000274,2017,0.231,153233-91-1,0.005,0.00347672230912832
LA SENSÉE À ETAING (62),1000274,2017,0.231,156-60-5,0.5,2.27284596792462e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,156052-68-5,0.02,0.00137793901096227
LA SENSÉE À ETAING (62),1000274,2017,0.231,15687-27-1,0.01,4.16581519737962e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,15845-66-6,0.019,8.29380081256315e-09
LA SENSÉE À ETAING (62),1000274,2017,0.231,1596-84-5,0.03,2.59490375632708e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,1610-18-0,0.02,7.01503747905136e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,1634-04-4,0.5,6.71537089897451e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,1634-78-2,0.02,0.00466047299344493
LA SENSÉE À ETAING (62),1000274,2017,0.231,163520-33-0,0.005,4.45112719005105e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,1646-87-3,0.02,0.00465082497174676
LA SENSÉE À ETAING (62),1000274,2017,0.231,1646-88-4,0.02,2.08992160527648e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,16672-87-0,0.2,1.0686364801747e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,17109-49-8,0.02,0.000287494801174872
LA SENSÉE À ETAING (62),1000274,2017,0.231,173159-57-4,0.03,1.17657943899795e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,178928-70-6,0.05,0.000303507903170522
LA SENSÉE À ETAING (62),1000274,2017,0.231,1806-26-4,0.03,0.00118609986020438
LA SENSÉE À ETAING (62),1000274,2017,0.231,18181-70-9,0.005,0.000352833655624179
LA SENSÉE À ETAING (62),1000274,2017,0.231,18181-80-1,0.005,3.42192119959769e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,1836-75-5,0.005,2.30765034039564e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,1861-32-1,0.005,4.08667408989036e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,18854-01-8,0.02,0.000662262242965182
LA SENSÉE À ETAING (62),1000274,2017,0.231,19044-88-3,0.1,0.00286220014905119
LA SENSÉE À ETAING (62),1000274,2017,0.231,191-24-2,0.0011,0.0232269767472473
LA SENSÉE À ETAING (62),1000274,2017,0.231,1912-24-9,0.035,0.000390003086757105
LA SENSÉE À ETAING (62),1000274,2017,0.231,1918-02-1,0.03,1.23629255729199e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,1918-13-4,0.01,2.43893373027891e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,193-39-5,7e-04,0.000587216215838602
LA SENSÉE À ETAING (62),1000274,2017,0.231,19480-43-4,0.005,2.23341796075482e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,1967-16-4,0.05,2.96667522190002e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,1982-47-4,0.02,6.3757311513918e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,1982-49-6,0.02,1.22441881813651e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,19937-59-8,0.02,1.72317742213228e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,2008-41-5,0.02,2.14698987161047e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,2032-59-9,0.02,0.000238083882269593
LA SENSÉE À ETAING (62),1000274,2017,0.231,205-99-2,0.0021,0.00284131441543311
LA SENSÉE À ETAING (62),1000274,2017,0.231,206-44-0,0.005,0.000166789998331024
LA SENSÉE À ETAING (62),1000274,2017,0.231,207-08-9,5e-04,0.000676503432245979
LA SENSÉE À ETAING (62),1000274,2017,0.231,208-96-8,0.01,6.34307724208235e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,2104-64-5,0.02,0.00248502061385802
LA SENSÉE À ETAING (62),1000274,2017,0.231,210880-92-5,0.02,4.12125982654e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,2163-69-1,0.02,4.08347588933906e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,2164-17-2,0.02,6.08737414896242e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,218-01-9,0.001,7.91042832819084e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,220899-03-6,0.005,4.61179510844123e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,2212-67-1,0.005,9.43778336534264e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,22224-92-6,0.02,0.00373705935451171
LA SENSÉE À ETAING (62),1000274,2017,0.231,2275-23-2,0.02,3.60354538080504e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,22781-23-3,0.02,0.000602878776855894
LA SENSÉE À ETAING (62),1000274,2017,0.231,22936-75-0,0.02,3.74912564865676e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,2303-16-4,0.05,7.32267912975129e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,23560-59-0,0.02,0.00142209953908469
LA SENSÉE À ETAING (62),1000274,2017,0.231,23564-06-9,0.05,3.66581044513605e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,24151-93-7,0.02,3.58864084343369e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,2439-01-2,0.005,0.000112245775378479
LA SENSÉE À ETAING (62),1000274,2017,0.231,25311-71-1,0.02,0.00100769706968461
LA SENSÉE À ETAING (62),1000274,2017,0.231,25366-23-8,0.05,6.90192132301442e-07
LA SENSÉE À ETAING (62),1000274,2017,0.231,2595-54-2,0.02,9.08929074419018e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,2597-03-7,0.02,4.03301647078426e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,26087-47-8,0.02,1.96892872796076e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,2631-40-5,0.02,2.31969024238033e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,26644-46-2,0.02,8.53159037603185e-07
LA SENSÉE À ETAING (62),1000274,2017,0.231,2675-77-6,0.005,1.25190105187687e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,2686-99-9,0.02,0.000785109071940218
LA SENSÉE À ETAING (62),1000274,2017,0.231,28159-98-0,0.0025,0.0014479048027078
LA SENSÉE À ETAING (62),1000274,2017,0.231,28249-77-6,0.05,0.00118295984874288
LA SENSÉE À ETAING (62),1000274,2017,0.231,28434-01-7,0.005,0.0116968791892078
LA SENSÉE À ETAING (62),1000274,2017,0.231,29450-45-1,0.005,4.31092040536351e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,298-02-2,0.02,0.0804136907983826
LA SENSÉE À ETAING (62),1000274,2017,0.231,299-86-5,0.02,1.11001793436729e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,29973-13-5,0.02,2.46337197147271e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,300-76-5,0.02,0.00490376890761903
LA SENSÉE À ETAING (62),1000274,2017,0.231,30043-49-3,0.02,4.58173530553555e-07
LA SENSÉE À ETAING (62),1000274,2017,0.231,311-45-5,0.02,0.0355328461640723
LA SENSÉE À ETAING (62),1000274,2017,0.231,31218-83-4,0.005,0.000437491887613718
LA SENSÉE À ETAING (62),1000274,2017,0.231,315-18-4,0.02,0.000297666523756851
LA SENSÉE À ETAING (62),1000274,2017,0.231,31895-22-4,0.01,0.000391291127126853
LA SENSÉE À ETAING (62),1000274,2017,0.231,32534-81-9,0.00015,4.70967847240923e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,32598-13-3,6e-06,3.00020720986187e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,33089-61-1,0.005,1.9519559125383e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,3347-22-6,0.1,0.000335660316699933
LA SENSÉE À ETAING (62),1000274,2017,0.231,335104-84-2,0.05,2.70688623941343e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,3383-96-8,0.03,0.00303683540998534
LA SENSÉE À ETAING (62),1000274,2017,0.231,34014-18-1,0.02,6.73178125898504e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,34205-21-5,0.02,6.62262242965182e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,35367-38-5,0.05,0.00205906475256926
LA SENSÉE À ETAING (62),1000274,2017,0.231,35400-43-2,0.02,6.15077719762637e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,35575-96-3,0.02,0.000172635455759963
LA SENSÉE À ETAING (62),1000274,2017,0.231,35694-08-7,0.00025,0.00125008633744245
LA SENSÉE À ETAING (62),1000274,2017,0.231,36335-67-8,0.02,6.72558391373561e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,36734-19-7,0.03,0.000338704724638258
LA SENSÉE À ETAING (62),1000274,2017,0.231,3689-24-5,0.02,0.0080487788662754
LA SENSÉE À ETAING (62),1000274,2017,0.231,3766-81-2,0.02,0.000120511917214872
LA SENSÉE À ETAING (62),1000274,2017,0.231,37680-65-2,0.005,0.000117211440765996
LA SENSÉE À ETAING (62),1000274,2017,0.231,37764-25-3,0.03,2.12383735315241e-07
LA SENSÉE À ETAING (62),1000274,2017,0.231,38260-54-7,0.02,0.000242510192114297
LA SENSÉE À ETAING (62),1000274,2017,0.231,38380-07-3,0.001,0.000389941986676543
LA SENSÉE À ETAING (62),1000274,2017,0.231,39300-45-3,0.05,0.00949445421050682
LA SENSÉE À ETAING (62),1000274,2017,0.231,39515-41-8,0.005,0.175537538592415
LA SENSÉE À ETAING (62),1000274,2017,0.231,39807-15-3,0.05,1.17508695304569e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,40487-42-1,0.006,0.000112862911735122
LA SENSÉE À ETAING (62),1000274,2017,0.231,41198-08-7,0.02,0.00155714837063999
LA SENSÉE À ETAING (62),1000274,2017,0.231,41483-43-6,0.01,4.48332270432733e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,4151-50-2,0.05,0.000386073510282257
LA SENSÉE À ETAING (62),1000274,2017,0.231,41814-78-2,0.02,1.29249834499078e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,422556-08-9,0.05,8.46583898755004e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,42874-03-3,0.002,7.59154194005063e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,43121-43-3,0.02,4.37149509737387e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,4394-00-7,0.01,4.07380277804113e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,4849-32-5,0.02,6.32455532033676e-07
LA SENSÉE À ETAING (62),1000274,2017,0.231,50-32-8,0.0011,0.000333651195388891
LA SENSÉE À ETAING (62),1000274,2017,0.231,50594-66-6,0.02,0.000194012626756791
LA SENSÉE À ETAING (62),1000274,2017,0.231,51-03-6,0.005,1.83345394101849e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,51146-55-5,0.01,1.77827941003892e-07
LA SENSÉE À ETAING (62),1000274,2017,0.231,51218-49-6,0.005,0.000888116634144219
LA SENSÉE À ETAING (62),1000274,2017,0.231,51276-47-2,0.05,8.75527928739389e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,51707-55-2,0.02,5.36698023193598e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,5234-68-4,0.02,1.78127099277398e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,52645-53-1,0.01,0.0199434367425734
LA SENSÉE À ETAING (62),1000274,2017,0.231,53-70-3,0.00015,0.00137623075544649
LA SENSÉE À ETAING (62),1000274,2017,0.231,53250-83-2,0.1,3.31283648117282e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,533-74-4,0.1,0.00107423673601543
LA SENSÉE À ETAING (62),1000274,2017,0.231,534-52-1,0.02,1.79816688590361e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,53780-34-0,0.02,4.79766583803898e-08
LA SENSÉE À ETAING (62),1000274,2017,0.231,540-59-0,0.5,8.41918406343615e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,541-73-1,0.1,6.03392628219306e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,5436-43-1,0.00015,1.43248887903216e-08
LA SENSÉE À ETAING (62),1000274,2017,0.231,55179-31-2,0.02,8.8885310868799e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,55219-65-3,0.02,1.51331729573698e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,55285-14-8,0.1,0.00841007754069233
LA SENSÉE À ETAING (62),1000274,2017,0.231,55406-53-6,0.05,0.000826171110143061
LA SENSÉE À ETAING (62),1000274,2017,0.231,55512-33-9,0.05,8.43664945312902e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,55814-41-0,0.005,7.22719885372964e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,56-23-5,0.5,1.81915625619969e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,56-55-3,0.001,0.00242828691703896
LA SENSÉE À ETAING (62),1000274,2017,0.231,56073-07-5,0.02,2e-04
LA SENSÉE À ETAING (62),1000274,2017,0.231,56425-91-3,0.005,1.45804189926062e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,576-24-9,0.05,0.000151624717366482
LA SENSÉE À ETAING (62),1000274,2017,0.231,57646-30-7,0.005,1.34700747053184e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,583-78-8,0.05,0.000158186713911069
LA SENSÉE À ETAING (62),1000274,2017,0.231,5836-29-3,0.02,2.44134971832148e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,584-79-2,0.03,0.0151050182636371
LA SENSÉE À ETAING (62),1000274,2017,0.231,58810-48-3,0.005,6.90192132301443e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,59-50-7,0.02,4.45584418436982e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,5902-51-2,0.005,9.34264838627927e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,595-90-4,0.005,0.00515074446291218
LA SENSÉE À ETAING (62),1000274,2017,0.231,59669-26-0,0.05,0.00116807305110947
LA SENSÉE À ETAING (62),1000274,2017,0.231,59756-60-4,0.02,3.4716025257429e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,60207-31-0,0.02,6.59674954317136e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,60207-90-1,0.007,2.69710615433582e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,606-20-2,0.02,1.33177235537226e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,608-31-1,0.02,0.000117470818736016
LA SENSÉE À ETAING (62),1000274,2017,0.231,61213-25-0,0.005,1.16511824836123e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,618-62-2,0.02,8.70221874185535e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,6190-65-4,0.044,0.133337613102688
LA SENSÉE À ETAING (62),1000274,2017,0.231,626-43-7,0.02,4.7558702282027e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,62850-32-2,0.05,6.87179198148673e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,630-20-6,0.05,2.28228567480703e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,63284-71-9,0.005,8.39208751856383e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,634-66-2,0.02,6.20197477706469e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,636-30-6,0.02,6.85693441666626e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,6392-46-7,0.02,8.83547689779296e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,640-15-3,0.005,6.87654048710726e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,64628-44-0,0.02,0.000331917381487512
LA SENSÉE À ETAING (62),1000274,2017,0.231,657-24-9,0.0548,2.3355036937244e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,65907-30-4,0.02,6.32455532033676e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,66063-05-6,0.02,1.99081083470305e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,66215-27-8,0.02,1.84599276968091e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,66246-88-6,0.02,4.99493677830829e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,66332-96-5,0.05,9.48352960605573e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,668-34-8,0.00059,0.00134602154560192
LA SENSÉE À ETAING (62),1000274,2017,0.231,66841-25-6,0.005,1.29142742323819
LA SENSÉE À ETAING (62),1000274,2017,0.231,67-66-3,0.5,1.4506745910617e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,67-72-1,0.5,0.00153203964690302
LA SENSÉE À ETAING (62),1000274,2017,0.231,68157-60-8,0.02,0.000828571508921371
LA SENSÉE À ETAING (62),1000274,2017,0.231,6923-22-4,0.02,4.68737819765398e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,69327-76-0,0.005,4.84919897103376e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,69335-91-7,0.02,3.63940171721996e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,69806-50-4,0.05,0.000492912695854998
LA SENSÉE À ETAING (62),1000274,2017,0.231,6988-21-2,0.02,7.60378792641123e-07
LA SENSÉE À ETAING (62),1000274,2017,0.231,71-43-2,0.5,4.91779028113479e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,71-55-6,0.5,4.65446752318864e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,71283-80-2,0.02,7.53581096452205e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,71422-67-8,0.01,0.000191601983206846
LA SENSÉE À ETAING (62),1000274,2017,0.231,71561-11-0,0.05,0.00044357800601898
LA SENSÉE À ETAING (62),1000274,2017,0.231,72-43-5,0.05,0.0224527739677758
LA SENSÉE À ETAING (62),1000274,2017,0.231,72178-02-0,0.05,1.97546802394715e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,72459-58-6,0.05,2.03690138902056e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,7292-16-2,0.02,1.66659469726863e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,73250-68-7,0.005,7.56780624218104e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,74-95-3,0.5,1.97637797009864e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,74-97-5,0.5,7.46225360266869e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,74051-80-2,0.02,1.96394804973098e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,741-58-2,0.02,0.000110542681588887
LA SENSÉE À ETAING (62),1000274,2017,0.231,74115-24-5,0.02,0.000675351697284065
LA SENSÉE À ETAING (62),1000274,2017,0.231,74222-97-2,0.02,0.000974383667287357
LA SENSÉE À ETAING (62),1000274,2017,0.231,7439-97-6,0.01,0.000554753434951769
LA SENSÉE À ETAING (62),1000274,2017,0.231,7440-43-9,0.01,0.000205968117659737
LA SENSÉE À ETAING (62),1000274,2017,0.231,75-00-3,0.2,2.03343360093275e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,75-09-2,5,2.35380241628292e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,75-25-2,0.5,0.000309079360028996
LA SENSÉE À ETAING (62),1000274,2017,0.231,75-27-4,0.5,2.08338726110955e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,75-35-4,0.5,4.63094906548002e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,759-94-4,0.05,2.31990394991063e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,76578-12-6,0.05,3.28677522227448e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,76578-14-8,0.02,0.000181689569405355
LA SENSÉE À ETAING (62),1000274,2017,0.231,76674-21-0,0.02,6.78000471151234e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,76738-62-0,0.02,8.99145542603811e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,7696-12-0,0.005,0.00158843703532489
LA SENSÉE À ETAING (62),1000274,2017,0.231,7700-17-6,0.02,0.00163241281570987
LA SENSÉE À ETAING (62),1000274,2017,0.231,78-87-5,0.1,5.71741872917554e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,78-88-6,0.1,2.49976970217851e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,786-19-6,0.005,0.00238050996791157
LA SENSÉE À ETAING (62),1000274,2017,0.231,79-00-5,0.5,2.95304458740182e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,79-01-6,0.5,4.62562055626276e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,79-06-1,0.03,2.26162842930598e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,79-11-8,0.2,0.000252133176704889
LA SENSÉE À ETAING (62),1000274,2017,0.231,79-43-6,5,1.40919146563223e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,79241-46-6,0.05,0.000266176680304131
LA SENSÉE À ETAING (62),1000274,2017,0.231,80-09-1,0.1,3.70339469397536e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,80-33-1,0.005,2.50017267488489e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,80-38-6,0.005,8.68900414374688e-07
LA SENSÉE À ETAING (62),1000274,2017,0.231,8065-36-9,0.02,0.00969460225248732
LA SENSÉE À ETAING (62),1000274,2017,0.231,81-81-2,0.05,1.77120979130825e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,81334-34-1,0.02,1.24632123789167e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,82-68-8,0.01,0.000502458271496077
LA SENSÉE À ETAING (62),1000274,2017,0.231,82097-50-5,0.02,3.05302243471774e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,82558-50-7,0.02,1.92499672803504e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,83-32-9,0.005,5.53057141109039e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,83055-99-6,0.02,2.33630745972265e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,83657-22-1,0.005,3.24765587219381e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,84-65-1,0.04,0.00157202696536741
LA SENSÉE À ETAING (62),1000274,2017,0.231,84-66-2,0.05,5.1046974185384e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,84-69-5,0.5,0.00283445785761595
LA SENSÉE À ETAING (62),1000274,2017,0.231,84-74-2,0.1,0.000375404954472084
LA SENSÉE À ETAING (62),1000274,2017,0.231,84-75-3,0.1,0.00265094062109308
LA SENSÉE À ETAING (62),1000274,2017,0.231,84852-15-3,0.1,0.00211689832851074
LA SENSÉE À ETAING (62),1000274,2017,0.231,85-01-8,0.005,3.82886456170911e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,85-68-7,0.1,0.000681239779965915
LA SENSÉE À ETAING (62),1000274,2017,0.231,85507-79-5,40,0.0761132017727987
LA SENSÉE À ETAING (62),1000274,2017,0.231,85535-84-8,0.1,0.00203938865960861
